review_id,viewer_id,movie_id,rating,review_text,sentiment,review_date
REV0622,VWR0929,MOV018,5,Will definitely watch again.,Positive,2025-02-07
REV0623,VWR0124,MOV012,5,Strong pacing and high production quality.,Positive,2025-08-01
REV0624,VWR0682,MOV025,3,Average movie experience.,Neutral,2025-03-23
REV0625,VWR0463,MOV045,1,Terrible plot and awful acting.,Negative,2025-06-06
REV0626,VWR1134,MOV034,1,Waste of time.,Negative,2025-03-14
REV0627,VWR0364,MOV010,1,Waste of time.,Negative,2025-08-29
REV0628,VWR0531,MOV047,1,Terrible plot and awful acting.,Negative,2025-01-13
REV0629,VWR1094,MOV049,5,Loved the character development.,Positive,2025-10-13
REV0630,VWR0819,MOV030,1,Expected much better.,Negative,2025-10-26
REV0631,VWR0577,MOV030,3,Pacing felt a bit slow.,Neutral,2025-04-12
REV0632,VWR0093,MOV030,2,Waste of time.,Negative,2025-07-28
REV0633,VWR0739,MOV031,4,Incredible visual effects.,Positive,2025-09-19
REV0634,VWR0697,MOV018,5,An absolute masterpiece.,Positive,2025-11-07
REV0635,VWR1200,MOV016,5,Will definitely watch again.,Positive,2025-02-01
REV0636,VWR0338,MOV056,1,Very disappointing.,Negative,2025-09-05
REV0637,VWR0442,MOV018,4,Will definitely watch again.,Positive,2025-06-13
REV0638,VWR0657,MOV021,4,Strong pacing and high production quality.,Positive,2025-03-14
REV0639,VWR0205,MOV057,4,Incredible visual effects.,Positive,2025-02-25
REV0640,VWR0448,MOV026,1,Terrible plot and awful acting.,Negative,2025-04-04
REV0641,VWR1249,MOV020,1,Waste of time.,Negative,2025-07-07
REV0642,VWR0120,MOV042,2,Expected much better.,Negative,2025-03-05
REV0643,VWR0046,MOV041,5,Strong pacing and high production quality.,Positive,2025-02-08
REV0644,VWR1353,MOV050,5,Will definitely watch again.,Positive,2025-09-01
REV0645,VWR0365,MOV038,1,Could not finish it.,Negative,2025-07-10
REV0646,VWR1334,MOV007,5,Incredible visual effects.,Positive,2025-12-21
REV0647,VWR0089,MOV042,2,Waste of time.,Negative,2025-08-07
REV0648,VWR1313,MOV020,1,Waste of time.,Negative,2025-12-17
REV0649,VWR0086,MOV032,5,Strong pacing and high production quality.,Positive,2025-08-11
REV0650,VWR0922,MOV011,4,Strong pacing and high production quality.,Positive,2025-10-14
REV0651,VWR1113,MOV038,5,Incredible visual effects.,Positive,2025-07-05
REV0652,VWR1086,MOV012,4,Incredible visual effects.,Positive,2025-11-28
REV0653,VWR0523,MOV013,1,Expected much better.,Negative,2025-10-16
REV0654,VWR1466,MOV054,2,Waste of time.,Negative,2025-03-28
REV0655,VWR1380,MOV032,3,Average movie experience.,Neutral,2025-03-21
REV0656,VWR0283,MOV031,4,Incredible visual effects.,Positive,2025-09-24
REV0657,VWR0164,MOV009,4,Will definitely watch again.,Positive,2025-09-12
REV0658,VWR0968,MOV027,1,Expected much better.,Negative,2025-10-02
REV0659,VWR0403,MOV021,4,Strong pacing and high production quality.,Positive,2025-12-21
REV0660,VWR0844,MOV041,3,"It was okay, not great.",Neutral,2025-07-11
REV0661,VWR1085,MOV015,1,Expected much better.,Negative,2025-11-13
REV0662,VWR0889,MOV054,5,Incredible visual effects.,Positive,2025-03-19
REV0663,VWR0586,MOV020,3,"It was okay, not great.",Neutral,2025-08-02
REV0664,VWR0847,MOV030,5,Will definitely watch again.,Positive,2025-02-22
REV0665,VWR0317,MOV038,2,Very disappointing.,Negative,2025-03-19
REV0666,VWR0033,MOV018,4,Will definitely watch again.,Positive,2025-09-09
REV0667,VWR0320,MOV010,4,Incredible visual effects.,Positive,2025-06-16
REV0668,VWR1408,MOV022,4,Loved the character development.,Positive,2025-02-13
REV0669,VWR0940,MOV054,4,An absolute masterpiece.,Positive,2025-12-11
REV0670,VWR1151,MOV033,4,Will definitely watch again.,Positive,2025-03-31
REV0671,VWR0804,MOV023,4,Will definitely watch again.,Positive,2025-06-03
REV0672,VWR0850,MOV050,1,Terrible plot and awful acting.,Negative,2025-06-23
REV0673,VWR1426,MOV008,1,Terrible plot and awful acting.,Negative,2025-03-28
REV0674,VWR0503,MOV014,5,Will definitely watch again.,Positive,2025-04-07
REV0675,VWR0202,MOV043,3,"It was okay, not great.",Neutral,2025-03-16
REV0676,VWR1494,MOV018,5,Strong pacing and high production quality.,Positive,2025-02-23
REV0677,VWR1477,MOV057,3,Average movie experience.,Neutral,2025-11-27
REV0678,VWR1233,MOV032,2,Expected much better.,Negative,2025-12-29
REV0679,VWR0634,MOV043,4,Strong pacing and high production quality.,Positive,2025-01-13
REV0680,VWR0914,MOV050,4,Strong pacing and high production quality.,Positive,2025-01-10
REV0681,VWR0269,MOV045,1,Waste of time.,Negative,2025-01-04
REV0682,VWR1450,MOV013,2,Terrible plot and awful acting.,Negative,2025-10-27
REV0683,VWR1096,MOV021,1,Terrible plot and awful acting.,Negative,2025-01-07
REV0684,VWR0080,MOV059,1,Terrible plot and awful acting.,Negative,2025-07-06
REV0685,VWR0745,MOV052,5,Will definitely watch again.,Positive,2025-02-12
REV0686,VWR1246,MOV056,4,Will definitely watch again.,Positive,2025-11-02
REV0687,VWR0982,MOV044,1,Expected much better.,Negative,2025-08-07
REV0688,VWR0013,MOV047,3,"It was okay, not great.",Neutral,2025-06-23
REV0689,VWR0375,MOV016,2,Waste of time.,Negative,2025-12-11
REV0690,VWR0843,MOV026,1,Waste of time.,Negative,2025-06-20
REV0691,VWR1166,MOV014,2,Could not finish it.,Negative,2025-04-14
REV0692,VWR1307,MOV047,4,An absolute masterpiece.,Positive,2025-11-05
REV0693,VWR0757,MOV025,4,An absolute masterpiece.,Positive,2025-12-01
REV0694,VWR1217,MOV020,5,An absolute masterpiece.,Positive,2025-05-24
REV0695,VWR0778,MOV043,5,An absolute masterpiece.,Positive,2025-08-10
REV0696,VWR0156,MOV022,3,"Nothing special, but not bad.",Neutral,2025-06-05
REV0697,VWR1176,MOV044,2,Waste of time.,Negative,2025-09-08
REV0698,VWR0335,MOV019,4,Incredible visual effects.,Positive,2025-06-08
REV0699,VWR1456,MOV034,5,Loved the character development.,Positive,2025-09-29
REV0700,VWR0549,MOV050,4,Will definitely watch again.,Positive,2025-01-29
REV0701,VWR0945,MOV042,3,Pacing felt a bit slow.,Neutral,2025-06-17
REV0702,VWR1056,MOV049,4,An absolute masterpiece.,Positive,2025-11-15
REV0703,VWR1262,MOV053,2,Waste of time.,Negative,2025-02-24
REV0704,VWR1239,MOV026,4,An absolute masterpiece.,Positive,2025-01-24
REV0705,VWR1171,MOV016,4,Loved the character development.,Positive,2025-10-02
REV0706,VWR0809,MOV039,3,"Nothing special, but not bad.",Neutral,2025-07-25
REV0707,VWR0120,MOV035,5,Loved the character development.,Positive,2025-10-24
REV0708,VWR0617,MOV050,1,Waste of time.,Negative,2025-08-11
REV0709,VWR0895,MOV004,2,Expected much better.,Negative,2025-08-03
REV0710,VWR0005,MOV047,1,Very disappointing.,Negative,2025-07-15
REV0711,VWR0094,MOV034,2,Expected much better.,Negative,2025-09-02
REV0712,VWR1165,MOV010,5,Strong pacing and high production quality.,Positive,2025-02-05
REV0713,VWR0772,MOV040,4,Loved the character development.,Positive,2025-06-29
REV0714,VWR0008,MOV043,2,Could not finish it.,Negative,2025-05-02
REV0715,VWR0788,MOV043,3,"Nothing special, but not bad.",Neutral,2025-11-16
REV0716,VWR0037,MOV001,3,Decent watch for a Sunday afternoon.,Neutral,2025-03-10
REV0717,VWR0237,MOV002,4,Incredible visual effects.,Positive,2025-10-04
REV0718,VWR0412,MOV034,4,Loved the character development.,Positive,2025-02-17
REV0719,VWR0335,MOV001,4,Incredible visual effects.,Positive,2025-05-08
REV0720,VWR0180,MOV059,3,Decent watch for a Sunday afternoon.,Neutral,2025-05-09
REV0721,VWR0415,MOV029,3,"Nothing special, but not bad.",Neutral,2025-11-20
REV0722,VWR1165,MOV040,2,Terrible plot and awful acting.,Negative,2025-10-12
REV0723,VWR1373,MOV015,1,Terrible plot and awful acting.,Negative,2025-11-26
REV0724,VWR0238,MOV023,2,Waste of time.,Negative,2025-08-13
REV0725,VWR0457,MOV057,1,Expected much better.,Negative,2025-02-17
REV0726,VWR0697,MOV053,2,Very disappointing.,Negative,2025-01-15
REV0727,VWR0726,MOV030,5,An absolute masterpiece.,Positive,2025-05-07
REV0728,VWR0341,MOV020,1,Expected much better.,Negative,2025-04-23
REV0729,VWR1441,MOV023,4,Will definitely watch again.,Positive,2025-10-05
REV0730,VWR0710,MOV058,1,Terrible plot and awful acting.,Negative,2025-05-22
REV0731,VWR0756,MOV020,4,Incredible visual effects.,Positive,2025-12-27
REV0732,VWR1245,MOV006,1,Expected much better.,Negative,2025-08-29
REV0733,VWR0803,MOV057,3,"It was okay, not great.",Neutral,2025-06-21
REV0734,VWR0495,MOV036,2,Expected much better.,Negative,2025-03-17
REV0735,VWR0672,MOV016,5,Strong pacing and high production quality.,Positive,2025-02-01
REV0736,VWR0121,MOV026,3,Pacing felt a bit slow.,Neutral,2025-01-12
REV0737,VWR0297,MOV021,3,Pacing felt a bit slow.,Neutral,2025-07-11
REV0738,VWR1162,MOV041,3,Decent watch for a Sunday afternoon.,Neutral,2025-04-16
REV0739,VWR1375,MOV001,5,Loved the character development.,Positive,2025-06-11
REV0740,VWR0202,MOV005,1,Waste of time.,Negative,2025-06-03
REV0741,VWR0166,MOV029,5,An absolute masterpiece.,Positive,2025-04-22
REV0742,VWR0225,MOV011,4,Strong pacing and high production quality.,Positive,2025-08-03
REV0743,VWR0092,MOV016,5,Incredible visual effects.,Positive,2025-03-27
REV0744,VWR0884,MOV018,1,Waste of time.,Negative,2025-10-17
REV0745,VWR0484,MOV005,4,Strong pacing and high production quality.,Positive,2025-07-28
REV0746,VWR0630,MOV032,3,"Nothing special, but not bad.",Neutral,2025-10-14
REV0747,VWR0259,MOV029,1,Waste of time.,Negative,2025-12-11
REV0748,VWR1053,MOV038,5,An absolute masterpiece.,Positive,2025-07-06
REV0749,VWR0980,MOV020,3,"Nothing special, but not bad.",Neutral,2025-05-31
REV0750,VWR1000,MOV054,3,"It was okay, not great.",Neutral,2025-09-14
REV0751,VWR0023,MOV001,1,Expected much better.,Negative,2025-09-18
REV0752,VWR1370,MOV043,2,Expected much better.,Negative,2025-08-08
REV0753,VWR0824,MOV031,3,Pacing felt a bit slow.,Neutral,2025-06-02
REV0754,VWR1377,MOV022,4,Will definitely watch again.,Positive,2025-06-07
REV0755,VWR0711,MOV024,5,An absolute masterpiece.,Positive,2025-09-24
REV0756,VWR1360,MOV040,1,Expected much better.,Negative,2025-12-12
REV0757,VWR0931,MOV043,1,Expected much better.,Negative,2025-04-23
REV0758,VWR1410,MOV044,3,"Nothing special, but not bad.",Neutral,2025-10-19
REV0759,VWR0168,MOV003,5,Incredible visual effects.,Positive,2025-05-25
REV0760,VWR1211,MOV046,2,Expected much better.,Negative,2025-03-30
REV0761,VWR0805,MOV060,1,Waste of time.,Negative,2025-03-24
REV0762,VWR1257,MOV041,3,Decent watch for a Sunday afternoon.,Neutral,2025-05-14
REV0763,VWR1146,MOV027,5,Loved the character development.,Positive,2025-05-12
REV0764,VWR0290,MOV049,5,Incredible visual effects.,Positive,2025-03-05
REV0765,VWR0972,MOV059,2,Could not finish it.,Negative,2025-11-07
REV0766,VWR0863,MOV040,2,Terrible plot and awful acting.,Negative,2025-11-23
REV0767,VWR1054,MOV036,3,Decent watch for a Sunday afternoon.,Neutral,2025-04-18
REV0768,VWR1445,MOV008,1,Expected much better.,Negative,2025-06-22
REV0769,VWR0911,MOV004,4,Strong pacing and high production quality.,Positive,2025-04-06
REV0770,VWR1395,MOV009,1,Very disappointing.,Negative,2025-02-02
REV0771,VWR1003,MOV036,2,Very disappointing.,Negative,2025-04-09
REV0772,VWR0151,MOV037,4,Loved the character development.,Positive,2025-06-25
REV0773,VWR0694,MOV014,5,Will definitely watch again.,Positive,2025-09-16
REV0774,VWR1072,MOV028,1,Very disappointing.,Negative,2025-04-27
REV0775,VWR0406,MOV012,4,Strong pacing and high production quality.,Positive,2025-11-18
REV0776,VWR1163,MOV045,5,Will definitely watch again.,Positive,2025-09-25
REV0777,VWR0553,MOV056,1,Waste of time.,Negative,2025-02-26
REV0778,VWR0010,MOV011,2,Waste of time.,Negative,2025-09-04
REV0779,VWR0302,MOV055,2,Very disappointing.,Negative,2025-06-10
REV0780,VWR0867,MOV005,3,"It was okay, not great.",Neutral,2025-05-06
REV0781,VWR0422,MOV022,4,Loved the character development.,Positive,2025-12-30
REV0782,VWR1270,MOV044,5,Loved the character development.,Positive,2025-01-12
REV0783,VWR0416,MOV013,4,Incredible visual effects.,Positive,2025-01-23
REV0784,VWR0723,MOV022,4,Incredible visual effects.,Positive,2025-08-05
REV0785,VWR0380,MOV013,2,Could not finish it.,Negative,2025-05-10
REV0786,VWR0081,MOV024,5,An absolute masterpiece.,Positive,2025-02-15
REV0787,VWR0240,MOV043,1,Waste of time.,Negative,2025-12-05
REV0788,VWR1360,MOV015,3,"It was okay, not great.",Neutral,2025-03-15
REV0789,VWR0451,MOV017,5,Incredible visual effects.,Positive,2026-01-01
REV0790,VWR1033,MOV027,1,Could not finish it.,Negative,2026-01-01
REV0791,VWR0145,MOV004,2,Waste of time.,Negative,2025-06-13
REV0792,VWR0445,MOV042,4,Will definitely watch again.,Positive,2025-06-18
REV0793,VWR0408,MOV036,2,Very disappointing.,Negative,2025-03-29
REV0794,VWR0001,MOV048,2,Expected much better.,Negative,2025-08-25
REV0795,VWR0216,MOV055,4,Strong pacing and high production quality.,Positive,2025-07-17
REV0796,VWR0430,MOV028,1,Terrible plot and awful acting.,Negative,2025-03-31
REV0797,VWR0782,MOV055,4,Strong pacing and high production quality.,Positive,2025-07-10
REV0798,VWR1440,MOV041,4,An absolute masterpiece.,Positive,2025-05-07
REV0799,VWR0235,MOV051,4,Strong pacing and high production quality.,Positive,2025-02-07
REV0800,VWR1476,MOV022,5,An absolute masterpiece.,Positive,2025-11-01
REV0801,VWR0590,MOV015,4,Incredible visual effects.,Positive,2025-11-21
REV0802,VWR0431,MOV017,5,Strong pacing and high production quality.,Positive,2025-02-18
REV0803,VWR1444,MOV023,5,Loved the character development.,Positive,2025-07-03
REV0804,VWR1488,MOV050,2,Terrible plot and awful acting.,Negative,2025-03-18
REV0805,VWR1245,MOV014,1,Waste of time.,Negative,2025-08-26
REV0806,VWR0475,MOV007,3,Decent watch for a Sunday afternoon.,Neutral,2025-07-29
REV0807,VWR0818,MOV036,2,Very disappointing.,Negative,2025-04-04
REV0808,VWR0167,MOV026,2,Expected much better.,Negative,2025-05-29
REV0809,VWR0540,MOV045,3,Average movie experience.,Neutral,2025-01-02
REV0810,VWR0318,MOV048,5,Will definitely watch again.,Positive,2025-07-23
REV0811,VWR0475,MOV029,3,"It was okay, not great.",Neutral,2025-03-19
REV0812,VWR0206,MOV026,2,Terrible plot and awful acting.,Negative,2025-06-12
REV0813,VWR1398,MOV055,5,Incredible visual effects.,Positive,2025-03-24
REV0814,VWR1396,MOV018,5,Will definitely watch again.,Positive,2025-06-27
REV0815,VWR0516,MOV043,2,Could not finish it.,Negative,2025-11-14
REV0816,VWR0412,MOV001,5,An absolute masterpiece.,Positive,2025-02-14
REV0817,VWR0336,MOV004,5,Strong pacing and high production quality.,Positive,2025-08-28
REV0818,VWR1433,MOV007,2,Waste of time.,Negative,2025-03-04
REV0819,VWR0733,MOV030,2,Terrible plot and awful acting.,Negative,2025-05-14
REV0820,VWR0569,MOV023,2,Expected much better.,Negative,2025-04-07
REV0821,VWR1475,MOV045,5,Incredible visual effects.,Positive,2025-08-18
REV0822,VWR0728,MOV024,5,Strong pacing and high production quality.,Positive,2025-10-25
REV0823,VWR0469,MOV046,2,Terrible plot and awful acting.,Negative,2025-08-11
REV0824,VWR0912,MOV058,1,Could not finish it.,Negative,2025-01-06
REV0825,VWR0360,MOV038,2,Expected much better.,Negative,2025-10-29
REV0826,VWR1138,MOV018,2,Very disappointing.,Negative,2025-07-27
REV0827,VWR1157,MOV053,3,Average movie experience.,Neutral,2025-08-04
REV0828,VWR0317,MOV053,2,Very disappointing.,Negative,2025-08-29
REV0829,VWR1347,MOV013,2,Waste of time.,Negative,2025-12-20
REV0830,VWR0481,MOV040,5,Loved the character development.,Positive,2025-11-22
REV0831,VWR1494,MOV029,4,Loved the character development.,Positive,2025-07-29
REV0832,VWR1159,MOV056,4,Strong pacing and high production quality.,Positive,2025-05-05
REV0833,VWR0622,MOV028,5,Will definitely watch again.,Positive,2025-07-18
REV0834,VWR1416,MOV033,5,Will definitely watch again.,Positive,2025-07-18
REV0835,VWR0522,MOV039,2,Expected much better.,Negative,2025-01-22
REV0836,VWR0638,MOV008,3,"It was okay, not great.",Neutral,2025-04-08
REV0837,VWR1314,MOV052,2,Terrible plot and awful acting.,Negative,2026-01-01
REV0838,VWR1224,MOV043,3,Decent watch for a Sunday afternoon.,Neutral,2025-11-08
REV0839,VWR0216,MOV030,4,An absolute masterpiece.,Positive,2025-03-25
REV0840,VWR0490,MOV033,4,Will definitely watch again.,Positive,2025-04-27
REV0841,VWR0987,MOV016,1,Expected much better.,Negative,2025-04-14
REV0842,VWR1208,MOV047,4,An absolute masterpiece.,Positive,2025-02-13
REV0843,VWR0368,MOV016,5,Loved the character development.,Positive,2025-10-06
REV0844,VWR0647,MOV052,3,Average movie experience.,Neutral,2025-03-08
REV0845,VWR0638,MOV054,3,Average movie experience.,Neutral,2025-11-15
REV0846,VWR1337,MOV058,4,Loved the character development.,Positive,2025-06-12
REV0847,VWR0050,MOV017,5,Strong pacing and high production quality.,Positive,2025-07-30
REV0848,VWR0123,MOV055,2,Terrible plot and awful acting.,Negative,2025-04-30
REV0849,VWR1292,MOV016,4,Strong pacing and high production quality.,Positive,2025-12-22
REV0850,VWR0176,MOV055,5,Will definitely watch again.,Positive,2025-12-20
REV0851,VWR0585,MOV043,3,Decent watch for a Sunday afternoon.,Neutral,2025-01-06
REV0852,VWR0526,MOV034,2,Terrible plot and awful acting.,Negative,2025-09-02
REV0853,VWR0805,MOV004,2,Waste of time.,Negative,2025-04-25
REV0854,VWR0213,MOV050,3,"Nothing special, but not bad.",Neutral,2025-06-25
REV0855,VWR0561,MOV051,5,Incredible visual effects.,Positive,2025-01-13
REV0856,VWR1227,MOV052,1,Expected much better.,Negative,2025-07-25
REV0857,VWR1191,MOV046,2,Terrible plot and awful acting.,Negative,2025-01-19
REV0858,VWR0804,MOV053,3,Decent watch for a Sunday afternoon.,Neutral,2025-04-28
REV0859,VWR1384,MOV014,2,Terrible plot and awful acting.,Negative,2025-05-10
REV0860,VWR1296,MOV037,1,Expected much better.,Negative,2025-09-10
REV0861,VWR1036,MOV007,4,Loved the character development.,Positive,2025-10-08
REV0862,VWR1099,MOV051,5,Incredible visual effects.,Positive,2025-06-16
REV0863,VWR0603,MOV044,5,Loved the character development.,Positive,2025-06-27
REV0864,VWR1305,MOV013,2,Waste of time.,Negative,2025-09-06
REV0865,VWR1116,MOV004,5,Incredible visual effects.,Positive,2025-07-20
REV0866,VWR0097,MOV059,1,Could not finish it.,Negative,2025-11-26
REV0867,VWR1456,MOV028,5,Strong pacing and high production quality.,Positive,2025-07-23
REV0868,VWR0376,MOV009,2,Expected much better.,Negative,2025-09-25
REV0869,VWR1116,MOV041,3,Pacing felt a bit slow.,Neutral,2025-11-25
REV0870,VWR0353,MOV001,2,Terrible plot and awful acting.,Negative,2025-05-15
REV0871,VWR0762,MOV060,5,Loved the character development.,Positive,2025-11-04
REV0872,VWR1491,MOV011,1,Waste of time.,Negative,2025-08-20
REV0873,VWR0779,MOV060,5,An absolute masterpiece.,Positive,2025-10-10
REV0874,VWR0268,MOV051,3,"It was okay, not great.",Neutral,2025-07-18
REV0875,VWR1419,MOV052,4,Strong pacing and high production quality.,Positive,2025-03-15
REV0876,VWR0938,MOV007,3,"It was okay, not great.",Neutral,2025-05-21
REV0877,VWR0346,MOV031,2,Expected much better.,Negative,2025-08-13
REV0878,VWR1064,MOV054,2,Very disappointing.,Negative,2025-03-31
REV0879,VWR0075,MOV050,1,Could not finish it.,Negative,2025-09-09
REV0880,VWR0745,MOV042,1,Waste of time.,Negative,2025-02-20
REV0881,VWR0016,MOV029,4,Will definitely watch again.,Positive,2025-04-11
REV0882,VWR0387,MOV007,1,Terrible plot and awful acting.,Negative,2025-02-06
REV0883,VWR1394,MOV002,5,Strong pacing and high production quality.,Positive,2025-09-22
REV0884,VWR1188,MOV024,4,Will definitely watch again.,Positive,2025-07-22
REV0885,VWR1243,MOV045,2,Waste of time.,Negative,2025-07-17
REV0886,VWR0552,MOV005,1,Very disappointing.,Negative,2025-05-01
REV0887,VWR0069,MOV020,4,Strong pacing and high production quality.,Positive,2025-01-09
REV0888,VWR0238,MOV029,1,Terrible plot and awful acting.,Negative,2025-11-05
REV0889,VWR0223,MOV029,4,Will definitely watch again.,Positive,2025-03-05
REV0890,VWR0223,MOV031,3,Decent watch for a Sunday afternoon.,Neutral,2025-07-16
REV0891,VWR0087,MOV033,5,An absolute masterpiece.,Positive,2025-08-16
REV0892,VWR1212,MOV010,1,Terrible plot and awful acting.,Negative,2025-01-13
REV0893,VWR0757,MOV033,1,Could not finish it.,Negative,2025-05-09
REV0894,VWR0449,MOV054,3,Average movie experience.,Neutral,2025-10-02
REV0895,VWR1413,MOV042,3,Pacing felt a bit slow.,Neutral,2025-05-17
REV0896,VWR0397,MOV019,2,Very disappointing.,Negative,2025-09-28
REV0897,VWR0723,MOV005,3,Pacing felt a bit slow.,Neutral,2025-02-26
REV0898,VWR0907,MOV056,3,Average movie experience.,Neutral,2025-12-22
REV0899,VWR0155,MOV014,3,Pacing felt a bit slow.,Neutral,2025-04-05
REV0900,VWR0006,MOV028,5,Incredible visual effects.,Positive,2025-03-10
REV0901,VWR1253,MOV041,2,Expected much better.,Negative,2025-04-27
REV0902,VWR0036,MOV009,5,An absolute masterpiece.,Positive,2025-06-08
REV0903,VWR1478,MOV030,4,An absolute masterpiece.,Positive,2025-04-25
REV0904,VWR1079,MOV017,3,Decent watch for a Sunday afternoon.,Neutral,2025-06-27
REV0905,VWR0182,MOV023,5,Incredible visual effects.,Positive,2025-11-09
REV0906,VWR1096,MOV002,4,Loved the character development.,Positive,2025-08-11
REV0907,VWR1061,MOV050,2,Expected much better.,Negative,2025-10-10
REV0908,VWR0068,MOV050,4,Incredible visual effects.,Positive,2025-07-18
REV0909,VWR0393,MOV015,3,Average movie experience.,Neutral,2025-10-31
REV0910,VWR1174,MOV007,5,An absolute masterpiece.,Positive,2025-09-25
REV0911,VWR0684,MOV025,4,An absolute masterpiece.,Positive,2025-01-10
REV0912,VWR0439,MOV033,5,Incredible visual effects.,Positive,2025-02-24
REV0913,VWR0376,MOV003,4,An absolute masterpiece.,Positive,2025-03-09
REV0914,VWR0714,MOV031,4,Will definitely watch again.,Positive,2025-05-31
REV0915,VWR0222,MOV060,2,Expected much better.,Negative,2025-04-23
REV0916,VWR1073,MOV021,1,Waste of time.,Negative,2025-06-11
REV0917,VWR0282,MOV014,2,Very disappointing.,Negative,2025-08-21
REV0918,VWR0018,MOV005,4,Will definitely watch again.,Positive,2025-08-01
REV0919,VWR0696,MOV031,4,Incredible visual effects.,Positive,2025-04-23
REV0920,VWR0925,MOV026,2,Terrible plot and awful acting.,Negative,2025-07-12
REV0921,VWR0790,MOV047,1,Expected much better.,Negative,2025-12-30
REV0922,VWR1326,MOV030,2,Terrible plot and awful acting.,Negative,2025-07-16
REV0923,VWR0034,MOV033,4,Incredible visual effects.,Positive,2025-07-29
REV0924,VWR0729,MOV046,1,Could not finish it.,Negative,2025-04-11
REV0925,VWR1413,MOV026,4,An absolute masterpiece.,Positive,2025-01-25
REV0926,VWR0753,MOV014,1,Very disappointing.,Negative,2025-12-15
REV0927,VWR0852,MOV015,1,Could not finish it.,Negative,2025-08-30
REV0928,VWR1166,MOV045,3,"Nothing special, but not bad.",Neutral,2025-01-09
REV0929,VWR1190,MOV037,2,Terrible plot and awful acting.,Negative,2025-10-19
REV0930,VWR1269,MOV043,3,Average movie experience.,Neutral,2025-10-16
REV0931,VWR0780,MOV054,5,Loved the character development.,Positive,2025-11-07
REV0932,VWR0591,MOV033,5,Will definitely watch again.,Positive,2025-11-28
REV0933,VWR0023,MOV029,3,"Nothing special, but not bad.",Neutral,2025-04-30
REV0934,VWR1380,MOV002,4,Will definitely watch again.,Positive,2025-08-15
REV0935,VWR1471,MOV003,4,Loved the character development.,Positive,2025-10-27
REV0936,VWR1424,MOV043,5,Will definitely watch again.,Positive,2025-10-19
REV0937,VWR0182,MOV041,1,Terrible plot and awful acting.,Negative,2025-01-14
REV0938,VWR0210,MOV036,2,Could not finish it.,Negative,2025-09-24
REV0939,VWR0593,MOV022,5,Strong pacing and high production quality.,Positive,2025-03-27
REV0940,VWR1195,MOV008,1,Terrible plot and awful acting.,Negative,2025-12-21
REV0941,VWR0067,MOV027,2,Very disappointing.,Negative,2025-10-15
REV0942,VWR1270,MOV002,4,Strong pacing and high production quality.,Positive,2025-08-31
REV0943,VWR0769,MOV030,5,An absolute masterpiece.,Positive,2025-05-17
REV0944,VWR0046,MOV036,3,Pacing felt a bit slow.,Neutral,2025-06-24
REV0945,VWR0098,MOV056,3,"Nothing special, but not bad.",Neutral,2025-05-18
REV0946,VWR0917,MOV004,3,Pacing felt a bit slow.,Neutral,2025-01-03
REV0947,VWR0683,MOV037,3,"It was okay, not great.",Neutral,2025-08-31
REV0948,VWR1405,MOV040,5,An absolute masterpiece.,Positive,2025-02-02
REV0949,VWR1265,MOV049,5,Incredible visual effects.,Positive,2025-08-20
REV0950,VWR0604,MOV049,4,Will definitely watch again.,Positive,2025-01-26
REV0951,VWR1289,MOV014,3,Pacing felt a bit slow.,Neutral,2025-03-16
REV0952,VWR1235,MOV046,2,Terrible plot and awful acting.,Negative,2025-07-09
REV0953,VWR1101,MOV047,5,Strong pacing and high production quality.,Positive,2025-12-09
REV0954,VWR1268,MOV048,3,"Nothing special, but not bad.",Neutral,2025-10-06
REV0955,VWR0307,MOV043,3,"Nothing special, but not bad.",Neutral,2025-01-25
REV0956,VWR0808,MOV057,4,Strong pacing and high production quality.,Positive,2025-07-26
REV0957,VWR1193,MOV029,5,Incredible visual effects.,Positive,2025-09-19
REV0958,VWR0066,MOV006,1,Terrible plot and awful acting.,Negative,2025-12-09
REV0959,VWR1022,MOV048,3,Decent watch for a Sunday afternoon.,Neutral,2025-05-26
REV0960,VWR1441,MOV052,2,Expected much better.,Negative,2025-08-29
REV0961,VWR1311,MOV008,4,Incredible visual effects.,Positive,2025-01-13
REV0962,VWR0457,MOV056,1,Waste of time.,Negative,2025-07-08
REV0963,VWR1126,MOV006,1,Could not finish it.,Negative,2025-12-30
REV0964,VWR1473,MOV005,2,Terrible plot and awful acting.,Negative,2025-01-21
REV0965,VWR1287,MOV026,2,Waste of time.,Negative,2025-02-19
REV0966,VWR0225,MOV060,3,"It was okay, not great.",Neutral,2025-05-04
REV0967,VWR0630,MOV013,4,Incredible visual effects.,Positive,2025-11-10
REV0968,VWR1315,MOV036,1,Could not finish it.,Negative,2025-01-15
REV0969,VWR0694,MOV048,3,Pacing felt a bit slow.,Neutral,2025-10-24
REV0970,VWR0562,MOV022,3,Decent watch for a Sunday afternoon.,Neutral,2025-02-01
REV0971,VWR1011,MOV054,4,Loved the character development.,Positive,2025-09-11
REV0972,VWR1389,MOV026,4,Will definitely watch again.,Positive,2025-04-25
REV0973,VWR0999,MOV006,5,Will definitely watch again.,Positive,2025-01-08
REV0974,VWR1339,MOV035,3,Pacing felt a bit slow.,Neutral,2025-10-25
REV0975,VWR1071,MOV056,4,Strong pacing and high production quality.,Positive,2025-07-15
